nx_date,nt_trade_date,nt_accounting_date,nt_fund_code,nt_security_description,nt_security_currency,nt_gti_code,nt_quotation_name,nt_issuer_country_name,nt_bloomberg_code,nt_transaction_quantity,nt_transaction_price
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,COLES GROUP LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,COL AT,7449,47.49
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,BEST BUY CO INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BBY UN,843,219.21
1/29/2024,1/26/2024 0:00:00,"Monday, January 29",NGT6144,RENESAS ELECTRONICS CORP,JPY,S01,TOKYO,JAPAN,6723 JT,23700,7443
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,TRACTOR SUPPLY COMPANY,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TSCO UW,8685,706.14
2/22/2024,2/22/2024 0:00:00,"Thursday, February 22",NGT6144,FORTUNE BRANDS INNOVATIONS I,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),FBIN UN,193008,0.72
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,KONINKLIJKE AHOLD DELHAIZE N,EUR,S01,EURONEXT AMSTERDAM,NETHERLANDS,AD NA,15075,78.345
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,SIG GROUP AG,CHF,S01,SIX Swiss Exchange,SWITZERLAND,SIGN SE,2889,55.29
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,ADP,EUR,S01,EURONEXT PARIS,FRANCE,ADP FP,1806,358.8
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,CROWN CASTLE INC,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),CCI UN,1035,317.79
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,FORTUNE BRANDS INNOVATIONS I,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),FBIN UN,2214,230.58
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,ELECTRONIC ARTS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),EA UW,1185,429.24
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,NXP SEMICONDUCTORS NV,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),NETHERLANDS,NXPI UW,1509,731.37
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,PROLOGIS INC,USD,S62,N.Y.S.E.,UNITED-STATES (U.S.A.),PLD UN,3459,391.32
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,INTUIT INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),INTU UW,684,1893.99
2/14/2024,2/14/2024 0:00:00,"Wednesday, February 14",NGT6144,CAPITALAND INTEGRATED COMMER,SGD,S62,SINGAPORE,SINGAPORE,CICT SP,8009700,0.0009
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,METRO INC/CN,CAD,S01,TSX Toronto Stock Exchange,CANADA,MRU CT,50670,213.66
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,IDEX CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IEX UN,3165,684.6
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,YASKAWA ELECTRIC CORP,JPY,S01,TOKYO,JAPAN,6506 JT,15600,16563
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,CARRIER GLOBAL CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CARR UN,3585,165
1/30/2024,1/30/2024 0:00:00,"Tuesday, January 30",NGT6144,QIAGEN N.V.,EUR,S01,XETRA FRANKFURT,NETHERLANDS,QIA GY,0,125.85
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,BRAMBLES LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,BXB AT,66648,45.75
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,SCENTRE GROUP,AUD,S62,AUSTRALIAN S.E.,AUSTRALIA,SCG AT,40656,9.21
2/22/2024,2/22/2024 0:00:00,"Thursday, February 22",NGT6144,FORTIVE CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),FTV UN,381333,0.24
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,VAIL RESORTS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MTN UN,5709,690.78
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,GENERAL MILLS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),GIS UN,10383,187.02
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,HERMES INTERNATIONAL,EUR,S01,EURONEXT PARIS,FRANCE,RMS FP,27,6810
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,NOMURA RESEARCH INSTITUTE LT,JPY,S01,TOKYO,JAPAN,4307 JT,3600,12537
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,HOYA CORP,JPY,S01,TOKYO,JAPAN,7741 JT,3600,56835
1/29/2024,1/26/2024 0:00:00,"Monday, January 29",NGT6144,FISERV INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),FI UN,3096,424.02
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,KNIGHT-SWIFT TRANSPORTATION,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),KNX UN,1572,173.46
1/30/2024,1/30/2024 0:00:00,"Tuesday, January 30",NGT6144,WEST PHARMACEUTICAL SERVICES,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),WST UN,44499,0.6
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,ASML HOLDING NV,EUR,S01,EURONEXT AMSTERDAM,NETHERLANDS,ASML NA,1788,2628.3
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,AECOM,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ACM UN,2082,269.52
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,TESLA INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TSLA UW,3639,561.87
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,HILTON WORLDWIDE HOLDINGS IN,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),HLT UN,465,557.13
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,CARRIER GLOBAL CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),CARR UN,3585,165
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,KERRY GROUP PLC-A,EUR,S01,EURONEXT - IRISH MAIN SECURITIES MARKET,IRELAND,KYGA ID,8124,238.38
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,FRANKLIN RESOURCES INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BEN UN,4563,81.75
2/5/2024,2/2/2024 0:00:00,"Monday, February 5",NGT6144,WORKDAY INC-CLASS A,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),WDAY UW,1464,884.22
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,TELENOR ASA,NOK,S01,OSLO,NORWAY,TEL NO,15321,341.85
1/19/2024,1/18/2024 0:00:00,"Friday, January 19",NGT6144,WATERS CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),WAT UN,213,930.48
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,AVANTOR INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AVTR UN,5655,69.63
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,RENESAS ELECTRONICS CORP,JPY,S01,TOKYO,JAPAN,6723 JT,12000,7806
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,COOPER COS INC/THE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),COO UW,648,1117.47
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,REGIONS FINANCIAL CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),RF UN,118119,54.99
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,ABRDN PLC,GBP,S01,LSE SETS,GREAT-BRITAIN,ABDN LN,24489,5.169
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,IDEXX LABORATORIES INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),IDXX UW,840,1581.84
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,SUNCORP GROUP LTD,AUD,S01,AUSTRALIAN S.E.,AUSTRALIA,SUN AT,7710,42.81
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,DNB BANK ASA,NOK,S01,OSLO,NORWAY,DNB NO,6789,644.4
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,COCA-COLA EUROPACIFIC PARTNE,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),GREAT-BRITAIN,CCEP UW,1677,198.51
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,SHOPIFY INC - CLASS A,CAD,S01,TSX Toronto Stock Exchange,CANADA,SHOP CT,5202,322.89
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,SHOPIFY INC - CLASS A,CAD,S01,TSX Toronto Stock Exchange,CANADA,SHOP CT,37518,306.24
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,SECOM CO LTD,JPY,S01,TOKYO,JAPAN,9735 JT,5100,32850
1/29/2024,1/26/2024 0:00:00,"Monday, January 29",NGT6144,SONY GROUP CORP,JPY,S01,TOKYO,JAPAN,6758 JT,4500,42015
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,ELEVANCE HEALTH INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),ELV UN,258,1519.65
1/29/2024,1/26/2024 0:00:00,"Monday, January 29",NGT6144,IQVIA HOLDINGS INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IQV UN,2037,648.27
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,SWEDISH ORPHAN BIOVITRUM AB,SEK,S01,STOCKHOLM,SWEDEN,SOBI SS,3507,765
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,AVANTOR INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AVTR UN,5748,73.2
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,INTUIT INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),INTU UW,1284,1974.48
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,AVANTOR INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AVTR UN,-5655,69.63
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,BECTON DICKINSON AND CO,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),BDX UN,357,730.86
2/1/2024,1/31/2024 0:00:00,"Thursday, February 1",NGT6144,S&P GLOBAL INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),SPGI UN,1053,1345.05
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,HENRY SCHEIN INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),HSIC UW,3213,221.16
2/23/2024,2/22/2024 0:00:00,"Friday, February 23",NGT6144,AMERIPRISE FINANCIAL INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AMP UN,171,1209.99
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,AXA SA,EUR,S01,EURONEXT PARIS,FRANCE,CS FP,4161,91.905
2/2/2024,2/1/2024 0:00:00,"Friday, February 2",NGT6144,IDEX CORP,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),IEX UN,2049,660.54
2/15/2024,2/14/2024 0:00:00,"Thursday, February 15",NGT6144,AVANTOR INC,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),AVTR UN,5748,73.2
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,EDP RENOVAVEIS SA,EUR,S01,LISBON,SPAIN,EDPR PL,57666,41.265
1/25/2024,1/24/2024 0:00:00,"Thursday, January 25",NGT6144,TEXAS INSTRUMENTS INC,USD,S01,NASDAQ (NMS NATIONAL MKT SYST),UNITED-STATES (U.S.A.),TXN UW,5646,510.21
2/12/2024,2/9/2024 0:00:00,"Monday, February 12",NGT6144,CITY DEVELOPMENTS LTD,SGD,S01,SINGAPORE,SINGAPORE,CIT SP,41400,17.79
2/22/2024,2/21/2024 0:00:00,"Thursday, February 22",NGT6144,MARSH & MCLENNAN COS,USD,S01,N.Y.S.E.,UNITED-STATES (U.S.A.),MMC UN,27681,599.49
1/24/2024,1/23/2024 0:00:00,"Wednesday, January 24",NGT6144,UCB SA,EUR,S01,EURONEXT BRUSSELS,BELGIUM,UCB BB,1347,254.4
2/27/2024,2/26/2024 0:00:00,"Tuesday, February 27",NGT6144,TELUS CORP,CAD,S01,TSX Toronto Stock Exchange,CANADA,T CT,-5961,71.52
